Column1,CONCEPT_ID,CONCEPT_CODE,VOCABULARY_ID,doseFormRxCui_str,doseFormName_str,drugName_str
861,1510723,2047767,RxNorm,,,metoprolol succinate 100 MG Extended Release Oral Capsule [Kapspargo]
862,1510724,2047768,RxNorm,316943,Extended Release Oral Capsule,metoprolol succinate 200 MG [Kapspargo]
863,1510725,2047770,RxNorm,,,metoprolol succinate 200 MG Extended Release Oral Capsule [Kapspargo]
864,1510726,2047771,RxNorm,316943,Extended Release Oral Capsule,metoprolol succinate 25 MG [Kapspargo]
865,1510727,2047773,RxNorm,,,metoprolol succinate 25 MG Extended Release Oral Capsule [Kapspargo]
866,1510728,2047774,RxNorm,316943,Extended Release Oral Capsule,metoprolol succinate 50 MG [Kapspargo]
867,1510729,2047776,RxNorm,,,metoprolol succinate 50 MG Extended Release Oral Capsule [Kapspargo]
868,1510808,2047766,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 100 MG Extended Release Oral Capsule [Kapspargo]
869,1510809,2047769,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 200 MG Extended Release Oral Capsule [Kapspargo]
870,1510810,2047772,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 25 MG Extended Release Oral Capsule [Kapspargo]
871,1510811,2047775,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 50 MG Extended Release Oral Capsule [Kapspargo]
877,1560058,2049589,RxNorm,317541,Oral Tablet,amlodipine 2.5 MG / celecoxib 200 MG [Consensi]
878,1560059,2049590,RxNorm,317541,Oral Tablet,amlodipine / celecoxib Oral Tablet [Consensi]
879,1560060,2049591,RxNorm,317541,Oral Tablet,Consensi Oral Product
880,1560061,2049592,RxNorm,317541,Oral Tablet,Consensi Pill
881,1560062,2049593,RxNorm,317541,Oral Tablet,amlodipine 2.5 MG / celecoxib 200 MG Oral Tablet [Consensi]
884,1719007,1812011,RxNorm,316945,Extended Release Oral Tablet,Osmotic 24 HR nifedipine 30 MG Extended Release Oral Tablet
885,1719008,1812013,RxNorm,316945,Extended Release Oral Tablet,Osmotic 24 HR nifedipine 60 MG Extended Release Oral Tablet
886,1719009,1812015,RxNorm,316945,Extended Release Oral Tablet,Osmotic 24 HR nifedipine 90 MG Extended Release Oral Tablet
7749,19000852,102278,RxNorm,,,bumetanide 1 MG Oral Tablet [Burinex]
7750,19000868,102314,RxNorm,,,metoprolol 190 MG Oral Tablet [Metoros]
7751,19000869,102315,RxNorm,,,metoprolol 95 MG Oral Tablet [Metoros]
7752,19000879,102337,RxNorm,,,nifedipine 5 MG Oral Capsule [Calcipine]
7753,19000880,102338,RxNorm,,,nifedipine 10 MG Oral Capsule [Calcipine]
7754,19003059,103932,RxNorm,,,amiloride hydrochloride 2.5 MG / furosemide 20 MG Oral Tablet [Aridil]
7755,19003060,103933,RxNorm,,,amiloride hydrochloride 5 MG / furosemide 40 MG Oral Tablet [Aridil]
7756,19003081,103934,RxNorm,,,amiloride hydrochloride 10 MG / furosemide 80 MG Oral Tablet [Aridil]
7757,19003085,103944,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Cardilate MR]
7758,19003086,103945,RxNorm,,,quinapril 40 MG Oral Tablet [Accupro]
7759,19003126,103966,RxNorm,,,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet [Carace Plus]
7760,19003520,104216,RxNorm,,,furosemide 20 MG Oral Tablet [Rusyde]
7761,19003541,104217,RxNorm,,,furosemide 40 MG Oral Tablet [Rusyde]
7762,19003542,104218,RxNorm,,,furosemide 500 MG Oral Tablet [Lasix]
7763,19003543,104220,RxNorm,316968,Oral Solution,furosemide 4 MG/ML Oral Solution
7765,19003545,104222,RxNorm,317541,Oral Tablet,bumetanide 5 MG Oral Tablet
7767,19003550,104227,RxNorm,,,spironolactone 25 MG Oral Tablet [Spirolone]
7768,19003571,104228,RxNorm,,,spironolactone 50 MG Oral Tablet [Spirolone]
7769,19003572,104229,RxNorm,,,spironolactone 100 MG Oral Tablet [Spirospare]
7770,19003573,104230,RxNorm,316969,Oral Suspension,spironolactone 1 MG/ML Oral Suspension
7771,19003574,104231,RxNorm,316969,Oral Suspension,spironolactone 2 MG/ML Oral Suspension
7772,19003575,104232,RxNorm,316969,Oral Suspension,spironolactone 5 MG/ML Oral Suspension
7773,19003576,104233,RxNorm,316969,Oral Suspension,spironolactone 10 MG/ML Oral Suspension
7774,19003577,104234,RxNorm,,,spironolactone 100 MG Oral Capsule
7775,19003578,104243,RxNorm,,,amiloride hydrochloride 2.5 MG / hydrochlorothiazide 25 MG Oral Tablet [Moduret]
7776,19003579,104245,RxNorm,316965,Oral Capsule,benzthiazide 25 MG / triamterene 50 MG Oral Capsule
7777,19003580,104246,RxNorm,,,chlorthalidone 25 MG / triamterene 50 MG Oral Tablet
7778,19003601,104248,RxNorm,317541,Oral Tablet,chlorthalidone 50 MG / triamterene 50 MG Oral Tablet
7779,19003602,104263,RxNorm,316945,Extended Release Oral Tablet,Bumetanide 0.5 MG / Potassium 7.7 MMOL Extended Release Oral Tablet
7780,19003604,104265,RxNorm,316945,Extended Release Oral Tablet,Furosemide 40 MG / Potassium 8 MMOL Extended Release Oral Tablet
7781,19003605,104266,RxNorm,316945,Extended Release Oral Tablet,Furosemide 20 MG / Potassium 10 MMOL Extended Release Oral Tablet
7782,19003607,104270,RxNorm,,,verapamil hydrochloride 40 MG Oral Tablet [Geangin]
7783,19003608,104271,RxNorm,,,verapamil hydrochloride 80 MG Oral Tablet [Geangin]
7784,19003609,104272,RxNorm,,,verapamil hydrochloride 120 MG Oral Tablet [Geangin]
7785,19003632,104276,RxNorm,,,24 HR verapamil hydrochloride 120 MG Extended Release Oral Capsule [Univer]
7786,19003633,104277,RxNorm,,,24 HR verapamil hydrochloride 240 MG Extended Release Oral Capsule [Univer]
7787,19003634,104278,RxNorm,,,24 HR verapamil hydrochloride 180 MG Extended Release Oral Capsule [Univer]
7788,19003638,104293,RxNorm,,,propranolol hydrochloride 10 MG Oral Tablet [Cardinol]
7789,19003639,104294,RxNorm,,,propranolol hydrochloride 40 MG Oral Tablet [Cardinol]
7790,19003640,104295,RxNorm,,,propranolol hydrochloride 80 MG Oral Tablet [Cardinol]
7791,19003671,104296,RxNorm,,,propranolol hydrochloride 160 MG Oral Tablet [Cardinol]
7792,19003673,104300,RxNorm,,,propranolol hydrochloride 80 MG Extended Release Oral Capsule [Sloprolol]
7793,19003677,104304,RxNorm,,,atenolol 50 MG Oral Tablet [Totamol]
7794,19003678,104305,RxNorm,,,atenolol 100 MG Oral Tablet [Totamol]
7795,19003679,104306,RxNorm,,,atenolol 25 MG Oral Tablet [Totamol]
7797,19003733,104324,RxNorm,,,bendroflumethiazide 5 MG / nadolol 80 MG Oral Tablet [Corgaretic]
7798,19003734,104332,RxNorm,,,chlorthalidone 12.5 MG / metoprolol 100 MG Oral Tablet
7799,19003736,104337,RxNorm,,,atenolol 50 MG / chlorthalidone 12.5 MG Oral Tablet [Tenoret]
7800,19003737,104338,RxNorm,,,hydrochlorothiazide 25 MG / sotalol 160 MG Oral Tablet
7801,19003738,104340,RxNorm,,,hydrochlorothiazide 12.5 MG / sotalol 80 MG Oral Tablet
7802,19003740,104343,RxNorm,,,atenolol 50 MG / chlorthalidone 12.5 MG Oral Tablet [Tenchlor]
7803,19003781,104344,RxNorm,,,atenolol 100 MG / chlorthalidone 25 MG Oral Tablet [Tenchlor]
7804,19003784,104348,RxNorm,,,bisoprolol fumarate 5 MG Oral Tablet [Emcor LS]
7805,19003785,104349,RxNorm,,,bisoprolol fumarate 10 MG Oral Tablet [Emcor]
7806,19003787,104357,RxNorm,316965,Oral Capsule,methyldopa 250 MG Oral Capsule
7807,19003822,104363,RxNorm,317541,Oral Tablet,Terazosin 5 MG Oral Tablet [Hytrin]
7808,19003823,104364,RxNorm,317541,Oral Tablet,Terazosin 10 MG Oral Tablet [Hytrin]
7809,19003824,104366,RxNorm,317541,Oral Tablet,Terazosin 2 MG Oral Tablet [Hytrin]
7810,19003825,104367,RxNorm,317541,Oral Tablet,doxazosin 1 MG Oral Tablet [Cardura]
7811,19003826,104368,RxNorm,317541,Oral Tablet,doxazosin 2 MG Oral Tablet [Cardura]
7812,19003827,104369,RxNorm,317541,Oral Tablet,doxazosin 4 MG Oral Tablet [Cardura]
7813,19003828,104370,RxNorm,317541,Oral Tablet,captopril 25 MG / hydrochlorothiazide 12.5 MG Oral Tablet
7814,19003829,104375,RxNorm,317541,Oral Tablet,lisinopril 2.5 MG Oral Tablet [Zestril]
7815,19003830,104376,RxNorm,317541,Oral Tablet,lisinopril 5 MG Oral Tablet [Zestril]
7816,19003851,104377,RxNorm,317541,Oral Tablet,lisinopril 10 MG Oral Tablet [Zestril]
7817,19003852,104378,RxNorm,317541,Oral Tablet,lisinopril 20 MG Oral Tablet [Zestril]
7818,19003853,104382,RxNorm,,,perindopril erbumine 4 MG Oral Tablet [Coversyl]
7819,19003854,104384,RxNorm,316965,Oral Capsule,ramipril 2.5 MG Oral Capsule [Altace]
7820,19003855,104385,RxNorm,316965,Oral Capsule,ramipril 5 MG Oral Capsule [Altace]
7821,19003890,104411,RxNorm,,,nifedipine 5 MG Oral Capsule [Angiopine]
7822,19003921,104412,RxNorm,,,nifedipine 10 MG Oral Capsule [Adalate]
7823,19003922,104414,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Angiopine MR]
7824,19003924,104419,RxNorm,316945,Extended Release Oral Tablet,24 HR Felodipine 5 MG Extended Release Oral Tablet [Plendil]
7825,19003925,104420,RxNorm,316945,Extended Release Oral Tablet,24 HR felodipine 10 MG Extended Release Oral Tablet [Plendil]
7826,19005702,688641,RxNorm,,,Hydrochlorothiazide 15 MG / Methyldopa 250 MG [Aldoril]
7827,19005703,688644,RxNorm,,,Hydrochlorothiazide 25 MG / Methyldopa 250 MG [Aldoril]
7828,19005704,688646,RxNorm,,,Hydrochlorothiazide 30 MG / Methyldopa 500 MG [Aldoril]
7829,19005705,688648,RxNorm,,,Hydrochlorothiazide 50 MG / Methyldopa 500 MG [Aldoril]
7830,19009160,106680,RxNorm,,,quinapril 5 MG Oral Tablet [Accupro]
7831,19009181,106681,RxNorm,,,quinapril 10 MG Oral Tablet [Accupro]
7832,19009182,106682,RxNorm,,,quinapril 20 MG Oral Tablet [Accupro]
7833,19010264,108494,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Nifelease]
7834,19010267,108500,RxNorm,,,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Slozem]
7835,19010268,108501,RxNorm,,,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule [Slozem]
7836,19010269,108502,RxNorm,,,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule [Slozem]
7837,19010377,108743,RxNorm,,,atenolol 50 MG / chlorthalidone 12.5 MG Oral Tablet [Totaretic]
7838,19010378,108744,RxNorm,,,atenolol 100 MG / chlorthalidone 25 MG Oral Tablet [Totaretic]
7839,19010379,108745,RxNorm,,,nifedipine 10 MG Oral Capsule [Calanif]
7840,19010432,108781,RxNorm,,,nifedipine 5 MG Oral Capsule [Calanif]
7841,19010571,108834,RxNorm,,,diltiazem hydrochloride 60 MG Extended Release Oral Tablet [Metazem]
7842,19010577,108842,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Hypolar Retard 20]
7843,19010842,108966,RxNorm,,,amiloride hydrochloride 5 MG / hydrochlorothiazide 50 MG Oral Tablet [Zida-Co]
7845,19011442,141833,RxNorm,,,metoprolol 190 MG Oral Tablet
7846,19011443,141834,RxNorm,,,metoprolol 95 MG Oral Tablet
7847,19011542,141894,RxNorm,,,prazosin 0.5 MG Oral Tablet [Alphavase]
7848,19011543,141895,RxNorm,,,prazosin 1 MG Oral Tablet [Alphavase]
7849,19011544,141896,RxNorm,,,prazosin 2 MG Oral Tablet [Alphavase]
7850,19011545,141897,RxNorm,,,prazosin 5 MG Oral Tablet [Alphavase]
7851,19011607,141951,RxNorm,,,clonidine hydrochloride 0.025 MG Oral Tablet [Dixarit]
7852,19012417,150750,RxNorm,317541,Oral Tablet,atenolol 25 MG Oral Tablet [Tenormin]
7853,19012420,150753,RxNorm,,,nifedipine 5 MG Oral Capsule [Adalat]
7854,19012595,569623,RxNorm,316965,Oral Capsule,prazosin 1 MG [Minipress]
7855,19012596,569624,RxNorm,316965,Oral Capsule,prazosin 2 MG [Minipress]
7856,19012597,569625,RxNorm,316965,Oral Capsule,prazosin 5 MG [Minipress]
7857,19012727,567251,RxNorm,,,guanfacine 2 MG [Tenex]
7858,19012778,151071,RxNorm,,,propranolol hydrochloride 160 MG Extended Release Oral Capsule [Lopranol LA]
7859,19012824,151085,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Adipine MR 20]
7860,19012885,151120,RxNorm,,,atenolol 25 MG Oral Tablet [Atenix]
7861,19013172,568624,RxNorm,317541,Oral Tablet,quinapril 5 MG [Accupril]
7862,19013173,568625,RxNorm,317541,Oral Tablet,quinapril 10 MG [Accupril]
7863,19013174,568626,RxNorm,317541,Oral Tablet,quinapril 20 MG [Accupril]
7864,19013175,568627,RxNorm,317541,Oral Tablet,quinapril 40 MG [Accupril]
7865,19013391,151240,RxNorm,,,diltiazem hydrochloride 60 MG Extended Release Oral Capsule [Kentiazem]
7866,19013393,151244,RxNorm,,,12 HR nifedipine 10 MG Extended Release Oral Tablet [Adipine MR 10]
7867,19014767,724877,RxNorm,317541,Oral Tablet,amlodipine 10 MG / valsartan 160 MG [Exforge]
7868,19014769,724885,RxNorm,317541,Oral Tablet,amlodipine 10 MG / valsartan 320 MG [Exforge]
7869,19014791,724889,RxNorm,317541,Oral Tablet,amlodipine 5 MG / valsartan 160 MG [Exforge]
7870,19014793,724893,RxNorm,317541,Oral Tablet,amlodipine 5 MG / valsartan 320 MG [Exforge]
7871,19015994,152543,RxNorm,,,24 HR diltiazem hydrochloride 200 MG Extended Release Oral Capsule [Tildiem LA]
7872,19016169,152660,RxNorm,,,prazosin 0.5 MG Oral Tablet [Kentovace]
7873,19016170,152661,RxNorm,,,prazosin 1 MG Oral Tablet [Kentovace]
7874,19016221,152662,RxNorm,,,prazosin 2 MG Oral Tablet [Kentovace]
7875,19016222,152663,RxNorm,,,prazosin 5 MG Oral Tablet [Kentovace]
7876,19016341,152725,RxNorm,,,verapamil hydrochloride 40 MG Oral Tablet [Hypaneze]
7877,19016342,152726,RxNorm,,,verapamil hydrochloride 80 MG Oral Tablet [Hypaneze]
7878,19016343,152727,RxNorm,,,verapamil hydrochloride 120 MG Oral Tablet [Hypaneze]
7879,19016346,152730,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Nimodrel MR 20]
7880,19016347,152731,RxNorm,,,12 HR nifedipine 10 MG Extended Release Oral Tablet [Nimodrel MR 10]
7882,19016488,152801,RxNorm,,,24 HR nifedipine 40 MG Extended Release Oral Tablet [Angiopine 40 LA]
7883,19016588,152906,RxNorm,,,12 HR nifedipine 10 MG Extended Release Oral Tablet [Cardilate MR]
7884,19016590,152908,RxNorm,,,12 HR nifedipine 10 MG Extended Release Oral Tablet [Tensipine MR 10]
7885,19016611,152909,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Tensipine MR 20]
7886,19016738,153000,RxNorm,,,amiloride hydrochloride 5 MG / furosemide 40 MG Oral Tablet [Frusemek]
7887,19016855,153077,RxNorm,316965,Oral Capsule,valsartan 40 MG Oral Capsule
7888,19016856,153078,RxNorm,,,valsartan 40 MG Oral Capsule [Diovan]
7889,19016857,153079,RxNorm,316965,Oral Capsule,valsartan 80 MG Oral Capsule [Diovan]
7890,19016858,153080,RxNorm,316965,Oral Capsule,valsartan 160 MG Oral Capsule [Diovan]
7891,19016869,153103,RxNorm,,,24 HR nifedipine 40 MG Extended Release Oral Tablet [Fortipine LA40]
7892,19016929,153155,RxNorm,316965,Oral Capsule,atenolol 25 MG / bendroflumethiazide 1.25 MG Oral Capsule
7893,19016969,153223,RxNorm,,,24 HR nifedipine 20 MG Extended Release Oral Tablet [Adalat LA]
7894,19017025,153275,RxNorm,,,captopril 12.5 MG Oral Tablet [Ecopace]
7895,19017026,153276,RxNorm,,,captopril 25 MG Oral Tablet [Ecopace]
7896,19017027,153277,RxNorm,,,captopril 50 MG Oral Tablet [Ecopace]
7897,19017059,153308,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Nifedotard 20MR]
7898,19017081,153311,RxNorm,,,captopril 12.5 MG Oral Tablet [Kaplon]
7899,19017082,153312,RxNorm,,,captopril 25 MG Oral Tablet [Kaplon]
7900,19017083,153313,RxNorm,,,captopril 50 MG Oral Tablet [Kaplon]
7901,19017193,153369,RxNorm,,,verapamil hydrochloride 240 MG Extended Release Oral Tablet [Verapress MR]
7902,19017283,153460,RxNorm,,,captopril 12.5 MG Oral Tablet [Hypapril]
7903,19017284,153461,RxNorm,,,captopril 25 MG Oral Tablet [Hypapril]
7904,19017285,153462,RxNorm,,,captopril 50 MG Oral Tablet [Hypapril]
7905,19017405,153532,RxNorm,,,propranolol hydrochloride 80 MG Extended Release Oral Capsule [Half Propanix LA]
7906,19017406,153533,RxNorm,,,propranolol hydrochloride 160 MG Extended Release Oral Capsule [Propanix LA]
7907,19017409,153538,RxNorm,,,12 HR nifedipine 10 MG Extended Release Oral Tablet [Angiopine MR]
7908,19017500,153593,RxNorm,,,12 HR nifedipine 10 MG Extended Release Oral Tablet [Genalat Retard]
7909,19017521,153594,RxNorm,,,12 HR nifedipine 20 MG Extended Release Oral Tablet [Genalat Retard]
7910,19017934,153789,RxNorm,,,diltiazem hydrochloride 60 MG Extended Release Oral Tablet [Calazem]
7911,19017981,153817,RxNorm,,,propranolol hydrochloride 80 MG Extended Release Oral Capsule [Half Propatard LA]
7912,19017982,153818,RxNorm,,,propranolol hydrochloride 160 MG Extended Release Oral Capsule [Propatard LA]
7913,19017985,153825,RxNorm,,,candesartan cilexetil 2 MG Oral Tablet [Atacand]
7914,19018115,153914,RxNorm,,,12 HR nifedipine 10 MG Extended Release Oral Tablet [Nifedipress MR 10]
7915,19018811,197380,RxNorm,317541,Oral Tablet,atenolol 25 MG Oral Tablet
7916,19019042,197730,RxNorm,316968,Oral Solution,furosemide 10 MG/ML Oral Solution
7917,19019044,197770,RxNorm,317541,Oral Tablet,hydrochlorothiazide 50 MG Oral Tablet
7918,19019157,197960,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / methyldopa 250 MG Oral Tablet
7919,19019199,575926,RxNorm,317541,Oral Tablet,olmesartan medoxomil 5 MG [Benicar]
7920,19019200,575927,RxNorm,317541,Oral Tablet,olmesartan medoxomil 20 MG [Benicar]
7921,19019201,575928,RxNorm,317541,Oral Tablet,olmesartan medoxomil 40 MG [Benicar]
7922,19019231,198000,RxNorm,317541,Oral Tablet,bendroflumethiazide 5 MG / nadolol 40 MG Oral Tablet
7923,19019232,198001,RxNorm,317541,Oral Tablet,bendroflumethiazide 5 MG / nadolol 80 MG Oral Tablet
7924,19019234,198004,RxNorm,317541,Oral Tablet,nadolol 120 MG Oral Tablet
7925,19019235,198005,RxNorm,317541,Oral Tablet,nadolol 160 MG Oral Tablet
7926,19019236,198006,RxNorm,317541,Oral Tablet,nadolol 20 MG Oral Tablet
7927,19019238,198007,RxNorm,317541,Oral Tablet,nadolol 40 MG Oral Tablet
7928,19019239,198008,RxNorm,317541,Oral Tablet,nadolol 80 MG Oral Tablet
7929,19019309,198032,RxNorm,316965,Oral Capsule,nifedipine 10 MG Oral Capsule
7930,19019310,198033,RxNorm,316965,Oral Capsule,nifedipine 20 MG Oral Capsule
7931,19019331,198034,RxNorm,316945,Extended Release Oral Tablet,24 HR nifedipine 30 MG Extended Release Oral Tablet
7932,19019332,198035,RxNorm,316945,Extended Release Oral Tablet,24 HR nifedipine 60 MG Extended Release Oral Tablet
7933,19019333,198036,RxNorm,316945,Extended Release Oral Tablet,24 HR nifedipine 90 MG Extended Release Oral Tablet
7934,19019334,198037,RxNorm,316965,Oral Capsule,nimodipine 30 MG Oral Capsule
7935,19019662,198104,RxNorm,317541,Oral Tablet,pindolol 10 MG Oral Tablet
7936,19019663,198105,RxNorm,317541,Oral Tablet,pindolol 5 MG Oral Tablet
7937,19019937,198370,RxNorm,317541,Oral Tablet,torsemide 100 MG Oral Tablet
7938,19020110,744622,RxNorm,317541,Oral Tablet,amlodipine 10 MG / olmesartan medoxomil 20 MG [Azor]
7939,19020157,562859,RxNorm,,,Nifedipine 10 MG [Adalat]
7940,19020162,744626,RxNorm,317541,Oral Tablet,amlodipine 10 MG / olmesartan medoxomil 40 MG [Azor]
7941,19020166,744634,RxNorm,317541,Oral Tablet,amlodipine 5 MG / olmesartan medoxomil 40 MG [Azor]
7942,19020269,565465,RxNorm,317541,Oral Tablet,spironolactone 50 MG [Aldactone]
7943,19020270,565468,RxNorm,317541,Oral Tablet,spironolactone 25 MG [Aldactone]
7944,19020291,565473,RxNorm,317541,Oral Tablet,spironolactone 100 MG [Aldactone]
7945,19020293,565832,RxNorm,,,Methyldopa 125 MG [Aldomet]
7946,19020294,565833,RxNorm,,,Methyldopa 250 MG [Aldomet]
7947,19020295,565834,RxNorm,,,Methyldopa 500 MG [Aldomet]
7949,19021168,565837,RxNorm,,,Captopril 12.5 MG [Capoten]
7950,19021169,565839,RxNorm,,,Captopril 25 MG [Capoten]
7951,19021170,565841,RxNorm,,,Captopril 50 MG [Capoten]
7952,19021201,571469,RxNorm,,,Captopril 100 MG [Capoten]
7953,19021220,749831,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / telmisartan 40 MG [Micardis-HCT]
7954,19021262,749835,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / telmisartan 80 MG [Micardis-HCT]
7955,19021264,749839,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / telmisartan 80 MG [Micardis-HCT]
7956,19021329,565819,RxNorm,317541,Oral Tablet,nadolol 40 MG [Corgard]
7957,19021361,567762,RxNorm,317541,Oral Tablet,nadolol 20 MG [Corgard]
7958,19021362,567765,RxNorm,,,Nadolol 120 MG [Corgard]
7959,19021363,567769,RxNorm,,,Nadolol 160 MG [Corgard]
7960,19021526,751614,RxNorm,317541,Oral Tablet,nebivolol 10 MG [Bystolic]
7961,19021527,751619,RxNorm,317541,Oral Tablet,nebivolol 2.5 MG [Bystolic]
7962,19021528,751622,RxNorm,317541,Oral Tablet,nebivolol 5 MG [Bystolic]
7963,19021909,539838,RxNorm,,,Terazosin 1 MG [Hytrin]
7964,19022069,199610,RxNorm,317541,Oral Tablet,furosemide 500 MG Oral Tablet
7965,19022379,199850,RxNorm,316965,Oral Capsule,valsartan 80 MG Oral Capsule
7966,19022486,199903,RxNorm,316965,Oral Capsule,hydrochlorothiazide 12.5 MG Oral Capsule
7967,19022519,199931,RxNorm,316968,Oral Solution,Captopril 5 MG/ML Oral Solution
7968,19022617,199979,RxNorm,,,verapamil 160 MG Extended Release Oral Capsule
7969,19022798,564787,RxNorm,317541,Oral Tablet,atenolol 25 MG [Tenormin]
7970,19022799,564981,RxNorm,317541,Oral Tablet,atenolol 50 MG [Tenormin]
7971,19022947,200094,RxNorm,317541,Oral Tablet,irbesartan 75 MG Oral Tablet
7972,19022948,200095,RxNorm,317541,Oral Tablet,irbesartan 150 MG Oral Tablet
7973,19022949,200096,RxNorm,317541,Oral Tablet,irbesartan 300 MG Oral Tablet
7974,19023453,200284,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet
7975,19023454,200285,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet
7976,19023614,565354,RxNorm,317541,Oral Tablet,irbesartan 75 MG [Avapro]
7977,19023615,565355,RxNorm,317541,Oral Tablet,irbesartan 150 MG [Avapro]
7978,19023616,565356,RxNorm,317541,Oral Tablet,irbesartan 300 MG [Avapro]
7979,19023740,200800,RxNorm,,,furosemide 20 MG Oral Tablet [Aluzine]
7980,19023791,200801,RxNorm,317541,Oral Tablet,furosemide 20 MG Oral Tablet [Lasix]
7981,19023792,200802,RxNorm,,,furosemide 40 MG Oral Tablet [Aluzine]
7982,19023793,200803,RxNorm,,,furosemide 40 MG Oral Tablet [Diuresal]
7983,19023794,200804,RxNorm,,,furosemide 40 MG Oral Tablet [Frusetic]
7984,19023795,200805,RxNorm,,,furosemide 40 MG Oral Tablet [Frumax]
7985,19023796,200806,RxNorm,,,furosemide 40 MG Oral Tablet [Dryptal]
7986,19023797,200807,RxNorm,,,furosemide 40 MG Oral Tablet [Froop]
7987,19023798,200808,RxNorm,,,furosemide 40 MG Oral Tablet [Frusid]
7988,19023799,200809,RxNorm,317541,Oral Tablet,furosemide 40 MG Oral Tablet [Lasix]
7989,19023800,200810,RxNorm,,,furosemide 500 MG Oral Tablet [Aluzine]
7990,19023821,200811,RxNorm,,,furosemide 500 MG Oral Tablet [Dryptal]
7991,19023825,200815,RxNorm,,,spironolactone 50 MG Oral Tablet [Diatensec]
7992,19023826,200816,RxNorm,,,spironolactone 50 MG Oral Tablet [Laractone]
7993,19023827,200817,RxNorm,317541,Oral Tablet,spironolactone 50 MG Oral Tablet [Aldactone]
7994,19023828,200818,RxNorm,,,spironolactone 50 MG Oral Tablet [Spiroctan]
7995,19023829,200819,RxNorm,,,spironolactone 25 MG Oral Tablet [Laractone]
7996,19023830,200820,RxNorm,317541,Oral Tablet,spironolactone 25 MG Oral Tablet [Aldactone]
7997,19023861,200821,RxNorm,,,spironolactone 25 MG Oral Tablet [Spirospare]
7998,19023862,200822,RxNorm,,,spironolactone 25 MG Oral Tablet [Spiretic]
7999,19023863,200823,RxNorm,,,spironolactone 25 MG Oral Tablet [Spiroctan]
8000,19023864,200824,RxNorm,,,spironolactone 100 MG Oral Tablet [Laractone]
8001,19023865,200825,RxNorm,317541,Oral Tablet,spironolactone 100 MG Oral Tablet [Aldactone]
8002,19023866,200826,RxNorm,,,spironolactone 100 MG Oral Tablet [Spiretic]
8003,19023867,200827,RxNorm,,,spironolactone 100 MG Oral Tablet [Spirolone]
8004,19023869,200829,RxNorm,,,propranolol hydrochloride 40 MG Oral Tablet [Apsolol]
8005,19023870,200830,RxNorm,,,propranolol hydrochloride 40 MG Oral Tablet [Bedranol]
8006,19023901,200831,RxNorm,,,propranolol hydrochloride 40 MG Oral Tablet [Angilol]
8007,19023902,200832,RxNorm,,,propranolol hydrochloride 40 MG Oral Tablet [Propanix]
8008,19023903,200833,RxNorm,,,propranolol hydrochloride 40 MG Oral Tablet [Berkolol]
8009,19023905,200835,RxNorm,,,propranolol hydrochloride 160 MG Oral Tablet [Propanix]
8010,19023906,200836,RxNorm,,,propranolol hydrochloride 160 MG Oral Tablet [Inderal]
8011,19023907,200837,RxNorm,,,propranolol hydrochloride 160 MG Oral Tablet [Angilol]
8012,19023908,200838,RxNorm,,,propranolol hydrochloride 160 MG Oral Tablet [Apsolol]
8013,19023909,200839,RxNorm,,,propranolol hydrochloride 160 MG Oral Tablet [Berkolol]
8014,19023910,200840,RxNorm,,,propranolol hydrochloride 10 MG Oral Tablet [Bedranol]
8015,19023931,200841,RxNorm,,,propranolol hydrochloride 10 MG Oral Tablet [Angilol]
8016,19023932,200842,RxNorm,,,propranolol hydrochloride 10 MG Oral Tablet [Apsolol]
8017,19023933,200843,RxNorm,,,propranolol hydrochloride 10 MG Oral Tablet [Propanix]
8018,19023934,200844,RxNorm,,,propranolol hydrochloride 10 MG Oral Tablet [Berkolol]
8019,19023936,200846,RxNorm,,,propranolol hydrochloride 80 MG Oral Tablet [Bedranol]
